SRA,BioProject,Biosample,Experiment,Bases,Bytes,create_date,Strain,Genotype,Experiment.1,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Project_condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR7188830,PRJNA472248,SAMN09230199,SRX4105554,658.10 M,467.68 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,12h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 12:00:00,OX-D53E_rpoD6-_12h,Sigma_OX-D53E_rpoD6-_12h,True,True,True,False,True
SRR7188832,PRJNA472248,SAMN09230197,SRX4105556,65.88 M,22.43 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,0.5h,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 00:30:00,OX-D53E_rpoD5-_0.5h,Sigma_OX-D53E_rpoD5-_0.5h,True,True,True,False,True
SRR7188833,PRJNA472248,SAMN09230196,SRX4105557,255.92 M,84.19 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,2h,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 02:00:00,OX-D53E_rpoD5-_2h,Sigma_OX-D53E_rpoD5-_2h,True,True,True,False,True
SRR7188836,PRJNA472248,SAMN09230193,SRX4105560,193.81 M,70.12 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,9h,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 09:00:00,OX-D53E_rpoD5-_9h,Sigma_OX-D53E_rpoD5-_9h,True,True,True,False,True
SRR7188837,PRJNA472248,SAMN09230192,SRX4105561,709.10 M,503.76 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,12h,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 12:00:00,OX-D53E_rpoD5-_12h,Sigma_OX-D53E_rpoD5-_12h,True,True,True,False,True
SRR7188839,PRJNA472248,SAMN09230190,SRX4105563,661.06 M,468.97 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,0.5h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 00:30:00,OX-D53E_rpoD5-_0.5h,Sigma_OX-D53E_rpoD5-_0.5h,True,True,True,False,True
SRR7188840,PRJNA472248,SAMN09230189,SRX4105564,535.79 M,381.12 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,2h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 02:00:00,OX-D53E_rpoD5-_2h,Sigma_OX-D53E_rpoD5-_2h,True,True,True,False,True
SRR7188841,PRJNA472248,SAMN09230188,SRX4105565,680.97 M,485.06 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,3h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 03:00:00,OX-D53E_rpoD5-_3h,Sigma_OX-D53E_rpoD5-_3h,True,True,True,False,True
SRR7188842,PRJNA472248,SAMN09230187,SRX4105566,739.47 M,523.03 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,6h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 06:00:00,OX-D53E_rpoD5-_6h,Sigma_OX-D53E_rpoD5-_6h,True,True,True,False,True
SRR7188843,PRJNA472248,SAMN09230186,SRX4105567,661.46 M,469.07 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,9h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 09:00:00,OX-D53E_rpoD5-_9h,Sigma_OX-D53E_rpoD5-_9h,True,True,True,False,True
SRR7188844,PRJNA472248,SAMN09230185,SRX4105568,762.13 M,538.42 Mb,2018-05-21,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,12h,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Sigma,SRP148555,OX-D53E_2h,Genetic_characterization,True,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1.0,100,30.0,,0.3,8.0,,0 days 12:00:00,OX-D53E_rpoD5-_12h,Sigma_OX-D53E_rpoD5-_12h,True,True,True,False,True
SRR12129543.1,PRJNA642094,SAMN15376414,SRX8650809,6.00 G,2.14 Gb,2022-07-02,coCulture,coCulture,RNA-seq,co_culture,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,co_culture,CoCulture_co_culture,True,True,True,True,True
SRR12129543.2,PRJNA642094,SAMN15376414,SRX8650809,6.00 G,2.14 Gb,2022-07-02,coCulture,coCulture,RNA-seq,co_culture,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,co_culture,CoCulture_co_culture,True,True,True,True,True
SRR12129543.3,PRJNA642094,SAMN15376414,SRX8650809,6.00 G,2.14 Gb,2022-07-02,coCulture,coCulture,RNA-seq,co_culture,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,co_culture,CoCulture_co_culture,True,True,True,True,True
SRR12129544.1,PRJNA642094,SAMN15376413,SRX8650808,6.53 G,2.33 Gb,2022-07-02,Synechococcus elongatus PCC 7942 = FACHB-805,cscB+,RNA-seq,sucrose_secreter,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,sucrose_secreter,CoCulture_sucrose_secreter,True,True,True,True,True
SRR12129544.2,PRJNA642094,SAMN15376413,SRX8650808,6.53 G,2.33 Gb,2022-07-02,Synechococcus elongatus PCC 7942 = FACHB-805,cscB+,RNA-seq,sucrose_secreter,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,sucrose_secreter,CoCulture_sucrose_secreter,True,True,True,True,True
SRR12129544.3,PRJNA642094,SAMN15376413,SRX8650808,6.53 G,2.33 Gb,2022-07-02,Synechococcus elongatus PCC 7942 = FACHB-805,cscB+,RNA-seq,sucrose_secreter,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,CoCulture,SRP269594,sucrose_secreter,CoCulture_study,False,P,3,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP269594&o=acc_s%3Aa,https://doi.org/10.1038/s41467-020-17612-8,Batch,exponetial,BG-11M,,,35.0,150.0,0.5,,,,sucrose_secreter,CoCulture_sucrose_secreter,True,True,True,True,True
SRR14518527,PRJNA729175,SAMN19112400,SRX10864016,1.21 G,720.21 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLe_xylose,Mixotroph_RLe_xylose,True,True,True,False,True
SRR14518528,PRJNA729175,SAMN19112399,SRX10864015,1.21 G,712.06 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLe_xylose,Mixotroph_RLe_xylose,True,True,True,False,True
SRR14518529,PRJNA729175,SAMN19112398,SRX10864014,1.14 G,674.82 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLe_xylose,Mixotroph_RLe_xylose,True,True,True,False,True
SRR14518530,PRJNA729175,SAMN19112397,SRX10864013,1.21 G,711.81 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLg_glucose,Mixotroph_RLg_glucose,True,True,True,False,True
SRR14518531,PRJNA729175,SAMN19112396,SRX10864012,1.20 G,717.64 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLg_glucose,Mixotroph_RLg_glucose,True,True,True,False,True
SRR14518532,PRJNA729175,SAMN19112395,SRX10864011,1.21 G,707.84 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RLg_glucose,Mixotroph_RLg_glucose,True,True,True,False,True
SRR14518533,PRJNA729175,SAMN19112394,SRX10864010,1.15 G,680.28 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RL_WT,Mixotroph_RL_WT,True,True,True,False,True
SRR14518534,PRJNA729175,SAMN19112393,SRX10864009,1.20 G,710.01 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RL_WT,Mixotroph_RL_WT,True,True,True,False,True
SRR14518535,PRJNA729175,SAMN19112392,SRX10864008,1.03 G,609.06 Mb,2022-05-15,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,True,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30.0,,,,Convert Light units to some standard,,RL_WT,Mixotroph_RL_WT,True,True,True,False,True
SRR19538252,PRJNA845529,SAMN28860377,SRX15590319,707.49 M,412.91 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,Biofilm_pilB::Tn5_BG11_Biofilm_4d,True,True,True,False,True
SRR19538253,PRJNA845529,SAMN28860378,SRX15590318,709.08 M,415.36 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,Biofilm_pilB::Tn5_BG11_Biofilm_4d,True,True,True,False,True
SRR19538254,PRJNA845529,SAMN28860379,SRX15590317,728.35 M,424.87 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,Biofilm_pilB::Tn5_BG11_Biofilm_4d,True,True,True,False,True
SRR19538255,PRJNA845529,SAMN28860380,SRX15590316,665.53 M,386.21 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,Biofilm_pilB::Tn5_BG11_Supernatant_4d,True,True,True,False,True
SRR19538256,PRJNA845529,SAMN28860381,SRX15590315,794.45 M,459.82 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,Biofilm_pilB::Tn5_BG11_Supernatant_4d,True,True,True,False,True
SRR19538257,PRJNA845529,SAMN28860382,SRX15590314,758.91 M,442.56 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,Biofilm_pilB::Tn5_BG11_Supernatant_4d,True,True,True,False,True
SRR19538258,PRJNA845529,SAMN28860383,SRX15590313,793.21 M,459.11 Mb,2022-06-06,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,4d,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,True,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30.0,125.0,,,,4 days 00:00:00,Wild_Type_BG11_Supernatant_4d,Biofilm_Wild_Type_BG11_Supernatant_4d,True,True,True,False,True
