Entry,Protein,mapped_name,refseq_locus,genbank_locus,has_annotation_match,missing_with_match,missing_without_match,double_hit,match_hit,percent_id,coverage,drop_proteins,subset_proteins,rename_proteins
Q31RJ1,Q31RJ1_SYNE7,Q31RJ1,SYNPCC7942_RS01510,Synpcc7942_0296,True,False,False,False,,,,False,False,False
Q31KG4,Q31KG4_SYNE7,Q31KG4,SYNPCC7942_RS12320,Synpcc7942_2425,True,False,False,False,,,,False,False,False
Q8GJN6,QUEF_SYNE7,Q8GJN6,SYNPCC7942_RS09355,Synpcc7942_1844,True,False,False,False,,,,False,False,False
Q54772,Q54772_SYNE7,Q54772,SYNPCC7942_RS09900,Synpcc7942_1951,True,False,False,False,,,,False,False,False
Q31RK1,Q31RK1_SYNE7,Q31RK1,SYNPCC7942_RS01455,Synpcc7942_0286,True,False,False,False,,,,False,False,False
Q31RK6,Q31RK6_SYNE7,Q31RK6,SYNPCC7942_RS01430,Synpcc7942_0281,True,False,False,False,,,,False,False,False
Q31SB0,Q31SB0_SYNE7,Q31SB0,SYNPCC7942_RS00140,Synpcc7942_0027,True,False,False,False,,,,False,False,False
Q31RL2,Q31RL2_SYNE7,Q31RL2,SYNPCC7942_RS01400,Synpcc7942_0275,True,False,False,False,,,,False,False,False
Q31RL3,Q31RL3_SYNE7,Q31RL3,SYNPCC7942_RS01395,Synpcc7942_0274,True,False,False,False,,,,False,False,False
Q31RZ4,Q31RZ4_SYNE7,Q31RZ4,SYNPCC7942_RS00725,Synpcc7942_0143,True,False,False,False,,,,False,False,False
Q31RL9,Q31RL9_SYNE7,Q31RL9,SYNPCC7942_RS01365,Synpcc7942_0268,True,False,False,False,,,,False,False,False
Q31RU8,Q31RU8_SYNE7,Q31RU8,SYNPCC7942_RS00960,Synpcc7942_0189,True,False,False,False,,,,False,False,False
Q31RM2,Q31RM2_SYNE7,Q31RM2,SYNPCC7942_RS01350,Synpcc7942_0265,True,False,False,False,,,,False,False,False
Q31RM3,Q31RM3_SYNE7,Q31RM3,SYNPCC7942_RS01345,Synpcc7942_0264,True,False,False,False,,,,False,False,False
Q31RM4,Q31RM4_SYNE7,Q31RM4,SYNPCC7942_RS01340,Synpcc7942_0263,True,False,False,False,,,,False,False,False
Q31RF0,ATPG_SYNE7,Q31RF0,SYNPCC7942_RS01715,Synpcc7942_0337,True,False,False,False,,,,False,False,False
Q31RF2,ATPD_SYNE7,Q31RF2,SYNPCC7942_RS01705,Synpcc7942_0335,True,False,False,False,,,,False,False,False
Q31RM8,Q31RM8_SYNE7,Q31RM8,SYNPCC7942_RS01320,Synpcc7942_0259,True,False,False,False,,,,False,False,False
Q31RM9,Q31RM9_SYNE7,Q31RM9,SYNPCC7942_RS01315,Synpcc7942_0258,True,False,False,False,,,,False,False,False
Q31RN0,Q31RN0_SYNE7,Q31RN0,SYNPCC7942_RS01310,Synpcc7942_0257,True,False,False,False,,,,False,False,False
Q31RN1,Q31RN1_SYNE7,Q31RN1,SYNPCC7942_RS01305,Synpcc7942_0256,True,False,False,False,,,,False,False,False
Q31RN2,Q31RN2_SYNE7,Q31RN2,SYNPCC7942_RS01300,Synpcc7942_0255,True,False,False,False,,,,False,False,False
Q31Q63,Q31Q63_SYNE7,Q31Q63,SYNPCC7942_RS04015,Synpcc7942_0774,True,False,False,False,,,,False,False,False
Q31PW2,Q31PW2_SYNE7,Q31PW2,SYNPCC7942_RS04520,Synpcc7942_0877,True,False,False,False,,,,False,False,False
Q31PQ0,Q31PQ0_SYNE7,Q31PQ0,SYNPCC7942_RS04830,Synpcc7942_0939,True,False,False,False,,,,False,False,False
Q31RN7,Q31RN7_SYNE7,Q31RN7,SYNPCC7942_RS01275,Synpcc7942_0250,True,False,False,False,,,,False,False,False
Q31RN8,Q31RN8_SYNE7,Q31RN8,SYNPCC7942_RS01270,Synpcc7942_0249,True,False,False,False,,,,False,False,False
Q31N74,Q31N74_SYNE7,Q31N74,SYNPCC7942_RS07495,Synpcc7942_1465,True,False,False,False,,,,False,False,False
Q31RP0,Q31RP0_SYNE7,Q31RP0,SYNPCC7942_RS01260,Synpcc7942_0247,True,False,False,False,,,,False,False,False
Q31RP1,Q31RP1_SYNE7,Q31RP1,SYNPCC7942_RS01255,Synpcc7942_0246,True,False,False,False,,,,False,False,False
Q31L71,Q31L71_SYNE7,Q31L71,SYNPCC7942_RS11020,Synpcc7942_2168,True,False,False,False,,,,False,False,False
Q9Z3G2,Q9Z3G2_SYNE7,Q9Z3G2,SYNPCC7942_RS07555,Synpcc7942_1478,True,False,False,False,,,,False,False,False
Q31RP4,Q31RP4_SYNE7,Q31RP4,SYNPCC7942_RS01240,Synpcc7942_0243,True,False,False,False,,,,False,False,False
Q31KN9,Q31KN9_SYNE7,Q31KN9,SYNPCC7942_RS11940,Synpcc7942_2350,True,False,False,False,,,,False,False,False
Q31N72,Q31N72_SYNE7,Q31N72,SYNPCC7942_RS07505,Synpcc7942_1467,True,False,False,False,,,,False,False,False
Q31RP8,Q31RP8_SYNE7,Q31RP8,SYNPCC7942_RS01215,Synpcc7942_0239,True,False,False,False,,,,False,False,False
Q31RQ0,Q31RQ0_SYNE7,Q31RQ0,SYNPCC7942_RS01205,Synpcc7942_0237,True,False,False,False,,,,False,False,False
Q31RQ2,Q31RQ2_SYNE7,Q31RQ2,SYNPCC7942_RS01195,Synpcc7942_0235,True,False,False,False,,,,False,False,False
Q31MD9,Q31MD9_SYNE7,Q31MD9,SYNPCC7942_RS08905,Synpcc7942_1750,True,False,False,False,,,,False,False,False
Q31RQ4,Q31RQ4_SYNE7,Q31RQ4,SYNPCC7942_RS01185,Synpcc7942_0233,True,False,False,False,,,,False,False,False
Q31RQ6,Q31RQ6_SYNE7,Q31RQ6,SYNPCC7942_RS01175,Synpcc7942_0231,True,False,False,False,,,,False,False,False
Q31RQ7,Q31RQ7_SYNE7,Q31RQ7,SYNPCC7942_RS01170,Synpcc7942_0230,True,False,False,False,,,,False,False,False
P29801,NU2C_SYNE7,P29801,SYNPCC7942_RS07240,Synpcc7942_1415,True,False,False,False,,,,False,False,False
Q31RR4,Q31RR4_SYNE7,Q31RR4,SYNPCC7942_RS01135,Synpcc7942_0223,True,False,False,False,,,,False,False,False
Q31RR5,Q31RR5_SYNE7,Q31RR5,SYNPCC7942_RS01130,Synpcc7942_0222,True,False,False,False,,,,False,False,False
Q31RR6,Q31RR6_SYNE7,Q31RR6,SYNPCC7942_RS01125,Synpcc7942_0221,True,False,False,False,,,,False,False,False
Q31RR7,Q31RR7_SYNE7,Q31RR7,SYNPCC7942_RS01120,Synpcc7942_0220,True,False,False,False,,,,False,False,False
Q31RR8,Q31RR8_SYNE7,Q31RR8,SYNPCC7942_RS01115,Synpcc7942_0219,True,False,False,False,,,,False,False,False
Q31RR9,Q31RR9_SYNE7,Q31RR9,SYNPCC7942_RS01110,Synpcc7942_0218,True,False,False,False,,,,False,False,False
Q31RS1,Q31RS1_SYNE7,Q31RS1,SYNPCC7942_RS01095,Synpcc7942_0216,True,False,False,False,,,,False,False,False
Q31RS4,Q31RS4_SYNE7,Q31RS4,SYNPCC7942_RS01080,Synpcc7942_0213,True,False,False,False,,,,False,False,False
Q31RS7,Q31RS7_SYNE7,Q31RS7,SYNPCC7942_RS01065,Synpcc7942_0210,True,False,False,False,,,,False,False,False
Q31RS9,Q31RS9_SYNE7,Q31RS9,SYNPCC7942_RS01055,Synpcc7942_0208,True,False,False,False,,,,False,False,False
Q31RT1,Q31RT1_SYNE7,Q31RT1,SYNPCC7942_RS01045,Synpcc7942_0206,True,False,False,False,,,,False,False,False
Q31RT2,Q31RT2_SYNE7,Q31RT2,SYNPCC7942_RS01040,Synpcc7942_0205,True,False,False,False,,,,False,False,False
Q31RT3,Q31RT3_SYNE7,Q31RT3,SYNPCC7942_RS01035,Synpcc7942_0204,True,False,False,False,,,,False,False,False
Q31RT4,Q31RT4_SYNE7,Q31RT4,SYNPCC7942_RS01030,Synpcc7942_0203,True,False,False,False,,,,False,False,False
Q31RT5,Q31RT5_SYNE7,Q31RT5,SYNPCC7942_RS01025,Synpcc7942_0202,True,False,False,False,,,,False,False,False
Q31RH2,Q31RH2_SYNE7,Q31RH2,SYNPCC7942_RS01605,Synpcc7942_0315,True,False,False,False,,,,False,False,False
Q31QM5,Q31QM5_SYNE7,Q31QM5,SYNPCC7942_RS03140,Synpcc7942_0612,True,False,False,False,,,,False,False,False
Q31PZ0,Q31PZ0_SYNE7,Q31PZ0,SYNPCC7942_RS04380,Synpcc7942_0848,True,False,False,False,,,,False,False,False
Q8KPR4,TRPC_SYNE7,Q8KPR4,SYNPCC7942_RS06130,Synpcc7942_1197,True,False,False,False,,,,False,False,False
P0A4H0,SECY_SYNE7,P0A4H0,SYNPCC7942_RS11245,Synpcc7942_2214,True,False,False,False,,,,False,False,False
Q31K44,Q31K44_SYNE7,Q31K44,SYNPCC7942_RS12930,Synpcc7942_2545,True,False,False,False,,,,False,False,False
Q31RU4,Q31RU4_SYNE7,Q31RU4,SYNPCC7942_RS00980,Synpcc7942_0193,True,False,False,False,,,,False,False,False
Q31RU5,Q31RU5_SYNE7,Q31RU5,SYNPCC7942_RS00975,Synpcc7942_0192,True,False,False,False,,,,False,False,False
Q31L83,Q31L83_SYNE7,Q31L83,SYNPCC7942_RS10955,Synpcc7942_2156,True,False,False,True,O50210,99.366,1.0,False,False,False
Q31LU5,Q31LU5_SYNE7,Q31LU5,SYNPCC7942_RS09865,Synpcc7942_1944,True,False,False,False,,,,False,False,False
Q31QG2,Q31QG2_SYNE7,Q31QG2,SYNPCC7942_RS03455,Synpcc7942_0675,True,False,False,False,,,,False,False,False
Q31RV0,Q31RV0_SYNE7,Q31RV0,SYNPCC7942_RS00950,Synpcc7942_0187,True,False,False,False,,,,False,False,False
Q31RV1,Q31RV1_SYNE7,Q31RV1,SYNPCC7942_RS00945,Synpcc7942_0186,True,False,False,False,,,,False,False,False
Q31QE7,CLPS_SYNE7,Q31QE7,SYNPCC7942_RS03540,Synpcc7942_0690,True,False,False,False,,,,False,False,False
Q31RV4,Q31RV4_SYNE7,Q31RV4,SYNPCC7942_RS00930,Synpcc7942_0183,True,False,False,False,,,,False,False,False
Q31RV5,Q31RV5_SYNE7,Q31RV5,SYNPCC7942_RS00925,Synpcc7942_0182,True,False,False,False,,,,False,False,False
Q31RV6,Q31RV6_SYNE7,Q31RV6,SYNPCC7942_RS00920,Synpcc7942_0181,True,False,False,False,,,,False,False,False
Q31RV7,Q31RV7_SYNE7,Q31RV7,SYNPCC7942_RS00915,Synpcc7942_0180,True,False,False,False,,,,False,False,False
Q31RV9,Q31RV9_SYNE7,Q31RV9,SYNPCC7942_RS00905,Synpcc7942_0178,True,False,False,False,,,,False,False,False
Q31RW3,Q31RW3_SYNE7,Q31RW3,SYNPCC7942_RS00885,Synpcc7942_0174,True,False,False,False,,,,False,False,False
Q31RW4,Q31RW4_SYNE7,Q31RW4,SYNPCC7942_RS00880,Synpcc7942_0173,True,False,False,False,,,,False,False,False
Q31RW5,Q31RW5_SYNE7,Q31RW5,SYNPCC7942_RS00875,Synpcc7942_0172,True,False,False,False,,,,False,False,False
Q31RW6,Q31RW6_SYNE7,Q31RW6,SYNPCC7942_RS00870,Synpcc7942_0171,True,False,False,False,,,,False,False,False
Q55311,SRP54_SYNE7,Q55311,SYNPCC7942_RS09000,Synpcc7942_1771,True,False,False,False,,,,False,False,False
Q31L36,RF1_SYNE7,Q31L36,SYNPCC7942_RS11195,Synpcc7942_2203,True,False,False,False,,,,False,False,False
Q31RW9,Q31RW9_SYNE7,Q31RW9,SYNPCC7942_RS00855,Synpcc7942_0168,True,False,False,False,,,,False,False,False
Q31RX0,Q31RX0_SYNE7,Q31RX0,SYNPCC7942_RS00850,Synpcc7942_0167,True,False,False,False,,,,False,False,False
Q31RX1,Q31RX1_SYNE7,Q31RX1,SYNPCC7942_RS00840,Synpcc7942_0166,True,False,False,False,,,,False,False,False
Q31RX2,Q31RX2_SYNE7,Q31RX2,SYNPCC7942_RS00835,Synpcc7942_0165,True,False,False,False,,,,False,False,False
Q9R6W2,Q9R6W2_SYNE7,Q9R6W2,SYNPCC7942_RS08865,Synpcc7942_1742,True,False,False,False,,,,False,False,False
Q31RX4,Q31RX4_SYNE7,Q31RX4,SYNPCC7942_RS00825,Synpcc7942_0163,True,False,False,False,,,,False,False,False
Q31PG1,Q31PG1_SYNE7,Q31PG1,SYNPCC7942_RS05280,Synpcc7942_1028,True,False,False,False,,,,False,False,False
Q31RX6,Q31RX6_SYNE7,Q31RX6,SYNPCC7942_RS00815,Synpcc7942_0161,True,False,False,False,,,,False,False,False
Q31RX7,Q31RX7_SYNE7,Q31RX7,SYNPCC7942_RS00810,Synpcc7942_0160,True,False,False,False,,,,False,False,False
Q31RX8,Q31RX8_SYNE7,Q31RX8,SYNPCC7942_RS00805,Synpcc7942_0159,True,False,False,False,,,,False,False,False
Q31RX9,Q31RX9_SYNE7,Q31RX9,SYNPCC7942_RS00800,Synpcc7942_0158,True,False,False,True,O54307,99.744,1.0,False,False,False
Q31RY1,Q31RY1_SYNE7,Q31RY1,SYNPCC7942_RS00790,Synpcc7942_0156,True,False,False,False,,,,False,False,False
Q31RY2,Q31RY2_SYNE7,Q31RY2,SYNPCC7942_RS00785,Synpcc7942_0155,True,False,False,False,,,,False,False,False
Q31RY3,Q31RY3_SYNE7,Q31RY3,SYNPCC7942_RS00780,Synpcc7942_0154,True,False,False,False,,,,False,False,False
Q31RY4,Q31RY4_SYNE7,Q31RY4,SYNPCC7942_RS00775,Synpcc7942_0153,True,False,False,False,,,,False,False,False
Q31RY6,Q31RY6_SYNE7,Q31RY6,SYNPCC7942_RS00765,Synpcc7942_0151,True,False,False,False,,,,False,False,False
Q31RY7,Q31RY7_SYNE7,Q31RY7,SYNPCC7942_RS00760,Synpcc7942_0150,True,False,False,False,,,,False,False,False
Q31RY8,Q31RY8_SYNE7,Q31RY8,SYNPCC7942_RS00755,Synpcc7942_0149,True,False,False,False,,,,False,False,False
Q31RY9,Q31RY9_SYNE7,Q31RY9,SYNPCC7942_RS00750,Synpcc7942_0148,True,False,False,False,,,,False,False,False
Q31RZ0,Q31RZ0_SYNE7,Q31RZ0,SYNPCC7942_RS00745,Synpcc7942_0147,True,False,False,False,,,,False,False,False
Q31RZ1,Q31RZ1_SYNE7,Q31RZ1,SYNPCC7942_RS00740,Synpcc7942_0146,True,False,False,False,,,,False,False,False
Q31RZ3,Q31RZ3_SYNE7,Q31RZ3,SYNPCC7942_RS00730,Synpcc7942_0144,True,False,False,False,,,,False,False,False
Q31PK1,Q31PK1_SYNE7,Q31PK1,SYNPCC7942_RS05075,Synpcc7942_0988,True,False,False,False,,,,False,False,False
Q31RZ5,Q31RZ5_SYNE7,Q31RZ5,SYNPCC7942_RS00720,Synpcc7942_0142,True,False,False,False,,,,False,False,False
Q31RZ6,Q31RZ6_SYNE7,Q31RZ6,SYNPCC7942_RS00715,Synpcc7942_0141,True,False,False,False,,,,False,False,False
Q31RZ7,Q31RZ7_SYNE7,Q31RZ7,SYNPCC7942_RS00710,Synpcc7942_0140,True,False,False,False,,,,False,False,False
Q31RZ8,Q31RZ8_SYNE7,Q31RZ8,SYNPCC7942_RS00705,Synpcc7942_0139,True,False,False,False,,,,False,False,False
Q31S01,Q31S01_SYNE7,Q31S01,SYNPCC7942_RS00690,Synpcc7942_0136,True,False,False,False,,,,False,False,False
Q31S02,Q31S02_SYNE7,Q31S02,SYNPCC7942_RS00685,Synpcc7942_0135,True,False,False,False,,,,False,False,False
Q31S05,Q31S05_SYNE7,Q31S05,SYNPCC7942_RS00670,Synpcc7942_0132,True,False,False,False,,,,False,False,False
Q31KI1,Q31KI1_SYNE7,Q31KI1,SYNPCC7942_RS12240,Synpcc7942_2408,True,False,False,False,,,,False,False,False
Q31LS4,Q31LS4_SYNE7,Q31LS4,SYNPCC7942_RS09970,Synpcc7942_1965,True,False,False,False,,,,False,False,False
Q31S08,Q31S08_SYNE7,Q31S08,SYNPCC7942_RS00655,Synpcc7942_0129,True,False,False,False,,,,False,False,False
Q31S09,Q31S09_SYNE7,Q31S09,SYNPCC7942_RS00650,Synpcc7942_0128,True,False,False,False,,,,False,False,False
Q31P11,YCF48_SYNE7,Q31P11,SYNPCC7942_RS06035,Synpcc7942_1178,True,False,False,False,,,,False,False,False
Q31S13,Q31S13_SYNE7,Q31S13,SYNPCC7942_RS00630,Synpcc7942_0124,True,False,False,False,,,,False,False,False
Q31S15,Q31S15_SYNE7,Q31S15,SYNPCC7942_RS00620,Synpcc7942_0122,True,False,False,False,,,,False,False,False
Q31S16,Q31S16_SYNE7,Q31S16,SYNPCC7942_RS00610,Synpcc7942_0121,True,False,False,False,,,,False,False,False
Q31S20,Q31S20_SYNE7,Q31S20,SYNPCC7942_RS13660,Synpcc7942_0117,True,False,False,False,,,,False,False,False
Q31LS1,Q31LS1_SYNE7,Q31LS1,SYNPCC7942_RS09985,Synpcc7942_1968,True,False,False,False,,,,False,False,False
Q31S23,Q31S23_SYNE7,Q31S23,SYNPCC7942_RS00580,Synpcc7942_0114,True,False,False,False,,,,False,False,False
Q31NM8,Q31NM8_SYNE7,Q31NM8,SYNPCC7942_RS06705,Synpcc7942_1311,True,False,False,False,,,,False,False,False
Q31MN9,Q31MN9_SYNE7,Q31MN9,SYNPCC7942_RS08415,Synpcc7942_1650,True,False,False,False,,,,False,False,False
Q31S27,Q31S27_SYNE7,Q31S27,SYNPCC7942_RS00560,Synpcc7942_0110,True,False,False,False,,,,False,False,False
Q31S28,Q31S28_SYNE7,Q31S28,SYNPCC7942_RS00555,Synpcc7942_0109,True,False,False,False,,,,False,False,False
Q31S30,Q31S30_SYNE7,Q31S30,SYNPCC7942_RS00545,Synpcc7942_0107,True,False,False,False,,,,False,False,False
Q31S32,Q31S32_SYNE7,Q31S32,SYNPCC7942_RS00535,Synpcc7942_0105,True,False,False,False,,,,False,False,False
Q31S33,Q31S33_SYNE7,Q31S33,SYNPCC7942_RS00530,Synpcc7942_0104,True,False,False,False,,,,False,False,False
Q31PS9,Q31PS9_SYNE7,Q31PS9,SYNPCC7942_RS04680,Synpcc7942_0910,True,False,False,False,,,,False,False,False
Q31LI4,Q31LI4_SYNE7,Q31LI4,SYNPCC7942_RS10425,Synpcc7942_2055,True,False,False,False,,,,False,False,False
Q31S37,Q31S37_SYNE7,Q31S37,SYNPCC7942_RS00510,Synpcc7942_0100,True,False,False,False,,,,False,False,False
Q31S38,Q31S38_SYNE7,Q31S38,SYNPCC7942_RS00505,Synpcc7942_0099,True,False,False,False,,,,False,False,False
Q31S39,Q31S39_SYNE7,Q31S39,SYNPCC7942_RS00500,Synpcc7942_0098,True,False,False,False,,,,False,False,False
Q31S40,Q31S40_SYNE7,Q31S40,SYNPCC7942_RS00495,Synpcc7942_0097,True,False,False,False,,,,False,False,False
Q54711,CYB6_SYNE7,Q54711,SYNPCC7942_RS11850,Synpcc7942_2331,True,False,False,False,,,,False,False,False
Q31ML6,Q31ML6_SYNE7,Q31ML6,SYNPCC7942_RS08525,Synpcc7942_1673,True,False,False,False,,,,False,False,False
Q31S43,Q31S43_SYNE7,Q31S43,SYNPCC7942_RS00475,Synpcc7942_0094,True,False,False,False,,,,False,False,False
Q31K58,EFTS_SYNE7,Q31K58,SYNPCC7942_RS12850,Synpcc7942_2531,True,False,False,False,,,,False,False,False
Q31K28,Q31K28_SYNE7,Q31K28,SYNPCC7942_RS13015,Synpcc7942_2561,True,False,False,False,,,,False,False,False
Q31S46,Q31S46_SYNE7,Q31S46,SYNPCC7942_RS00460,Synpcc7942_0091,True,False,False,False,,,,False,False,False
Q31S47,Q31S47_SYNE7,Q31S47,SYNPCC7942_RS00455,Synpcc7942_0090,True,False,False,False,,,,False,False,False
Q31S48,Q31S48_SYNE7,Q31S48,SYNPCC7942_RS00450,Synpcc7942_0089,True,False,False,False,,,,False,False,False
Q31S49,Q31S49_SYNE7,Q31S49,SYNPCC7942_RS00435,Synpcc7942_0088,True,False,False,False,,,,False,False,False
Q31S50,Q31S50_SYNE7,Q31S50,SYNPCC7942_RS00430,Synpcc7942_0087,True,False,False,False,,,,False,False,False
Q31LG3,Q31LG3_SYNE7,Q31LG3,SYNPCC7942_RS10525,Synpcc7942_2076,True,False,False,False,,,,False,False,False
Q31S52,Q31S52_SYNE7,Q31S52,SYNPCC7942_RS00420,Synpcc7942_0085,True,False,False,False,,,,False,False,False
Q31L79,Q31L79_SYNE7,Q31L79,SYNPCC7942_RS10975,Synpcc7942_2160,True,False,False,False,,,,False,False,False
Q31S56,Q31S56_SYNE7,Q31S56,SYNPCC7942_RS00400,Synpcc7942_0081,True,False,False,False,,,,False,False,False
Q31KY1,Q31KY1_SYNE7,Q31KY1,SYNPCC7942_RS11475,Synpcc7942_2258,True,False,False,False,,,,False,False,False
Q31S58,Q31S58_SYNE7,Q31S58,SYNPCC7942_RS00390,Synpcc7942_0079,True,False,False,False,,,,False,False,False
Q31S59,Q31S59_SYNE7,Q31S59,SYNPCC7942_RS00385,Synpcc7942_0078,True,False,False,False,,,,False,False,False
Q31L96,Q31L96_SYNE7,Q31L96,SYNPCC7942_RS10880,Synpcc7942_2143,True,False,False,False,,,,False,False,False
Q31S61,Q31S61_SYNE7,Q31S61,SYNPCC7942_RS00375,Synpcc7942_0076,True,False,False,False,,,,False,False,False
Q31PV7,Q31PV7_SYNE7,Q31PV7,SYNPCC7942_RS04545,Synpcc7942_0882,True,False,False,False,,,,False,False,False
Q31S65,Q31S65_SYNE7,Q31S65,SYNPCC7942_RS00355,Synpcc7942_0072,True,False,False,False,,,,False,False,False
Q31S66,Q31S66_SYNE7,Q31S66,SYNPCC7942_RS00350,Synpcc7942_0071,True,False,False,False,,,,False,False,False
Q31S67,Q31S67_SYNE7,Q31S67,SYNPCC7942_RS00345,Synpcc7942_0070,True,False,False,False,,,,False,False,False
Q31MS2,Q31MS2_SYNE7,Q31MS2,SYNPCC7942_RS08250,Synpcc7942_1617,True,False,False,False,,,,False,False,False
Q31S71,Q31S71_SYNE7,Q31S71,SYNPCC7942_RS00325,Synpcc7942_0066,True,False,False,False,,,,False,False,False
Q31LS0,Q31LS0_SYNE7,Q31LS0,SYNPCC7942_RS09990,Synpcc7942_1969,True,False,False,False,,,,False,False,False
Q31S76,Q31S76_SYNE7,Q31S76,SYNPCC7942_RS00305,Synpcc7942_0061,True,False,False,False,,,,False,False,False
P26294,PDS_SYNE7,P26294,SYNPCC7942_RS10055,Synpcc7942_1983,True,False,False,False,,,,False,False,False
Q31S78,Q31S78_SYNE7,Q31S78,SYNPCC7942_RS00295,Synpcc7942_0059,True,False,False,False,,,,False,False,False
Q31S80,Q31S80_SYNE7,Q31S80,SYNPCC7942_RS00285,Synpcc7942_0057,True,False,False,False,,,,False,False,False
Q31S81,Q31S81_SYNE7,Q31S81,SYNPCC7942_RS00280,Synpcc7942_0056,True,False,False,False,,,,False,False,False
Q31S82,Q31S82_SYNE7,Q31S82,SYNPCC7942_RS00275,Synpcc7942_0055,True,False,False,False,,,,False,False,False
Q31S83,Q31S83_SYNE7,Q31S83,SYNPCC7942_RS00270,Synpcc7942_0054,True,False,False,False,,,,False,False,False
Q31S84,Q31S84_SYNE7,Q31S84,SYNPCC7942_RS00265,Synpcc7942_0053,True,False,False,False,,,,False,False,False
Q31S85,Q31S85_SYNE7,Q31S85,SYNPCC7942_RS00260,Synpcc7942_0052,True,False,False,False,,,,False,False,False
Q31S86,Q31S86_SYNE7,Q31S86,SYNPCC7942_RS00255,Synpcc7942_0051,True,False,False,False,,,,False,False,False
Q31S87,Q31S87_SYNE7,Q31S87,SYNPCC7942_RS00250,Synpcc7942_0050,True,False,False,False,,,,False,False,False
P04996,PSBA1_SYNE7,P04996,SYNPCC7942_RS02165,Synpcc7942_0424,True,False,False,False,,,,False,False,False
Q31S90,Q31S90_SYNE7,Q31S90,SYNPCC7942_RS00235,Synpcc7942_0047,True,False,False,False,,,,False,False,False
Q31S91,Q31S91_SYNE7,Q31S91,SYNPCC7942_RS00230,Synpcc7942_0046,True,False,False,False,,,,False,False,False
Q31S92,Q31S92_SYNE7,Q31S92,SYNPCC7942_RS00225,Synpcc7942_0045,True,False,False,False,,,,False,False,False
Q31S93,Q31S93_SYNE7,Q31S93,SYNPCC7942_RS00220,Synpcc7942_0044,True,False,False,False,,,,False,False,False
Q31S97,Q31S97_SYNE7,Q31S97,SYNPCC7942_RS00200,Synpcc7942_0040,True,False,False,False,,,,False,False,False
Q31SA4,Q31SA4_SYNE7,Q31SA4,SYNPCC7942_RS13645,Synpcc7942_0033,True,False,False,False,,,,False,False,False
Q31SA5,Q31SA5_SYNE7,Q31SA5,SYNPCC7942_RS00165,Synpcc7942_0032,True,False,False,False,,,,False,False,False
Q31QQ4,Q31QQ4_SYNE7,Q31QQ4,SYNPCC7942_RS02965,Synpcc7942_0583,True,False,False,False,,,,False,False,False
Q31SA9,Q31SA9_SYNE7,Q31SA9,SYNPCC7942_RS00145,Synpcc7942_0028,True,False,False,False,,,,False,False,False
Q31RF1,ATPA_SYNE7,Q31RF1,SYNPCC7942_RS01710,Synpcc7942_0336,True,False,False,False,,,,False,False,False
Q31SB1,Q31SB1_SYNE7,Q31SB1,SYNPCC7942_RS00135,Synpcc7942_0026,True,False,False,False,,,,False,False,False
Q31SB2,Q31SB2_SYNE7,Q31SB2,SYNPCC7942_RS00130,Synpcc7942_0025,True,False,False,False,,,,False,False,False
Q31SB3,Q31SB3_SYNE7,Q31SB3,SYNPCC7942_RS00125,Synpcc7942_0024,True,False,False,False,,,,False,False,False
Q31SB4,Q31SB4_SYNE7,Q31SB4,SYNPCC7942_RS00120,Synpcc7942_0023,True,False,False,False,,,,False,False,False
Q31KF5,Q31KF5_SYNE7,Q31KF5,SYNPCC7942_RS12365,Synpcc7942_2434,True,False,False,False,,,,False,False,False
Q31S12,HIS7_SYNE7,Q31S12,SYNPCC7942_RS00635,Synpcc7942_0125,True,False,False,False,,,,False,False,False
Q31SB7,Q31SB7_SYNE7,Q31SB7,SYNPCC7942_RS00105,Synpcc7942_0020,True,False,False,False,,,,False,False,False
Q31PM7,Q31PM7_SYNE7,Q31PM7,SYNPCC7942_RS04945,Synpcc7942_0962,True,False,False,False,,,,False,False,False
Q31SC1,Q31SC1_SYNE7,Q31SC1,SYNPCC7942_RS00085,Synpcc7942_0016,True,False,False,False,,,,False,False,False
Q8KPU8,Q8KPU8_SYNE7,Q8KPU8,SYNPCC7942_RS08060,Synpcc7942_1578,True,False,False,False,,,,False,False,False
Q31LM9,CY550_SYNE7,Q31LM9,SYNPCC7942_RS10195,Synpcc7942_2010,True,False,False,False,,,,False,False,False
Q31SC6,Q31SC6_SYNE7,Q31SC6,SYNPCC7942_RS00055,Synpcc7942_0011,True,False,False,False,,,,False,False,False
Q31SC7,Q31SC7_SYNE7,Q31SC7,SYNPCC7942_RS00050,Synpcc7942_0010,True,False,False,False,,,,False,False,False
Q31SD0,Q31SD0_SYNE7,Q31SD0,SYNPCC7942_RS00035,Synpcc7942_0007,True,False,False,False,,,,False,False,False
Q31SD1,Q31SD1_SYNE7,Q31SD1,SYNPCC7942_RS00030,Synpcc7942_0006,True,False,False,False,,,,False,False,False
Q31SD5,Q31SD5_SYNE7,Q31SD5,SYNPCC7942_RS00010,Synpcc7942_0002,True,False,False,False,,,,False,False,False
Q53572,Q53572_SYNE7,Q53572,HTX97_RS00015,pUH24_04,True,False,False,False,,,,False,False,False
Q53573,Q53573_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31NV8,CYF_SYNE7,Q31NV8,SYNPCC7942_RS06310,Synpcc7942_1231,True,False,False,False,,,,False,False,False
